section_number,level,parent_number,ancestry,section_title,content
7.7,2,7,['7'],"X  X  See Table 7.7, column C.  8  Service member’s or medical  authority’s request due to  pregnancy of service member or  civilian spouse and medical  authority recommends return  before DEROS    X  Installation commander  (may be delegated to the  Group or Squadron  Commander) or ABG/CC  at non-AF led Joint bases  (see note 3)  9  X    Assignment OPR  10  Service member’s request upon  medical evacuation of  dependents to CONUS    X  11  X    AFPC/CC  12  Unmarried pregnant service  member desires to place the  child for adoption    X  Assignment OPR  13  X    AFPC/CC  14  Commander’s request when  service member returns to  CONUS on emergency leave,  and on completion of leave will  have (number of days shown)  remaining before DEROS    X  Unit commander (see note  4)  15  X    AFPC/CC  16  Service member’s request to  accompany a military spouse  with an earlier DEROS who    X  Assignment OPR  17  X    AFPC/CC   278  DAFI36-2110  9 AUGUST 2024  R  U  L  E  A  B  C  D  If request originator is and  reason for curtailment of an  Overseas tour is (see note 1)  And period  is more  than 60  calendar  days  Or period  is less  than 60  calendar  days`  Then the authority shown  below may approve the  curtailment  cannot extend due to manning or  operational necessity (see note  5)  18  To effect reassignment based on  an approved humanitarian or  EFMP request    X  Assignment OPR  19  X    AFPC/CC  20  Commander’s request for  service members sentenced to a  dishonorable or bad conduct  discharge, or when General  Court-martial Convening  Authority directs service  members to take involuntary  excess leave (see note 6)  X    X    AFPC/DP3AM    21    Commander’s request for  service members surplus due to  unit deactivation, base closure or  consolidation, authorization  deletion, reclassification, or  other action resulting in loss of  Service member’s AFSC/SFSC  (see note 7)  Assignment OPR  22  Commander’s request for  service members or dependents  involved in unfavorable military  or civilian incident in host  community  AFPC/CC or AF/JA for  Judge Advocates  23  Service member’s request to  accompany a military spouse  reassigned on a humanitarian or  EFMP assignment    X  Assignment OPR  24  X    AFPC/CC  25    Service member’s request to  cancel all or part of an approved  voluntary overseas tour  extension  X  X  Assignment OPR (see note  8)  26  Threatened Person Assignment  X (see note  9)  X (see  note 8)  AFPC/DP3AM    Notes:  1. Use this table in conjunction with paragraph 7.5.8.  Service member’s unit commander must  endorse requests for curtailment. (T-1)    DAFI36-2110  9 AUGUST 2024  279  R  U  L  E  A  B  C  D  If request originator is and  reason for curtailment of an  Overseas tour is (see note 1)  And period  is more  than 60  calendar  days  Or period  is less  than 60  calendar  days`  Then the authority shown  below may approve the  curtailment  2. Systematic rotation is only for the purpose of spreading the rotation dates for service  members possessing like skills over a greater period of time to ensure continuity of operation.  3. Travel restriction date is six weeks prior to Estimated Delivery Date.  Establish the RNLTD  to gaining unit as one day prior to TRD.  Compute new DEROS by subtracting a maximum of  45 days (leave and travel time) from the new RNLTD.  If new DEROS exceeds 60 days from  old DEROS, forward a curtailment request.  In the case of military couples, the installation  commander or ABG/CC at non-AF led Joint bases may only approve curtailment of the  pregnant service member.  Submit a request to curtail the spouse, depending on period of  curtailment.  Enlisted service members who have extension to overseas tour approved under the  OTEIP are not eligible for curtailment (except for pregnant service members at dependent- restricted locations).  These service members may extend their DEROS beyond the travel  restriction date or request early return of civilian spouse.  In accordance with AFI 44-102,  Medical Care Management, pregnant service members assigned to isolated or remote areas  without appropriate obstetrical care will have their assignment curtailed by the 24th week of  pregnancy or earlier.  If local medical personnel are not capable of managing the early  complications of pregnancy or the pregnancy is complicated, the service member’s assignment  shall be immediately curtailed.  The commander must immediately notify the MPF so they can  make the necessary changes to DEROS and other suspenses. (T-1)   4. See paragraph 7.7.  5. When manning will not support extending the military spouse with the earlier DEROS in  their AFSC/SFSC or when the military spouse was curtailed due to operational necessity such  as force closure action within the unit assigned.  This rule does not apply when a change of  DEROS was the result of a service member’s request for the change such as cancellation of all  or partial voluntary extensions of an overseas tour.  6. Request for CONUS assignment is sent via CMS to the AFPC (RegAF) or ETMO (USSF)  OPR responsible for a service member’s AFSC/SFSC (see Table 2.1) with information copy to  the Air Force Military Justice and Policy Division (JA/JAJM), JB Andrews AFB, MD. Request  includes date confinement ends and home of record.  7. See paragraph 6.45.  Curtailment as a result of surplus based on promotion permitted only  when the promotion is to the grade of SMSgt (USSF only), CMSgt, or colonel.  8. The assignment OPR may approve cancellation (provided it is not an OTEIP extension) if the  new DEROS does not place the enlisted service member in the overseas or overseas returnee  cycle (see Attachment 13 Table A13.1. allocations column) and for officers, the new DEROS  cannot result in an assignment selection date which is past (see Table 6.7, rule 3 for assignment  selection date schedule).  This does not apply to an enlisted service member serving an  extended long tour unless cancellation requested is to an extension of the ELT.  Requests  involving OTEIP extensions are submitted to AFPC/DP3AM or USSF/ETMO as exceptions  according to paragraph 5.5.  9. As requested by installation commander or ABG/CC at non-AF led Joint bases.   280  DAFI36-2110  9 AUGUST 2024  Table 7.9.  Involuntary Extension of Overseas Tour.  R  U  L  E  A  B  C  If  the reason for involuntary extension is  (see note 1)  Then the maximum  period of extension is (not  to exceed date of  separation)  and  1  Member does not have required retainability  for CONUS PCS  Member’s date of  separation  DEROS update is  automatic.  2  Due to quality control reasons; to provide  testimony for a court-martial (material  witness); or, to comply with host country’s  customs regulations  120 days (see notes 2 and  3)  Comply with  paragraph 7.6.  3  To attend training or education and the class  start date does not reasonably coincide with  current DEROS  180 days  Submit requests  as shown in  paragraph 7.6.   AFPC/CC is the  approval  authority.  4  To meet immediate and critical operational  needs  5  When assigned to a unit being deactivated or  due to base closure  Notes:  1. Use this table in conjunction with paragraph 7.6.  2. Members placed on International Hold (AAC 13), pending charges or trial by court-martial or  civilian criminal court (AAC 15), members not medically qualified for PCS (AAC 31 and 37), and  members serving a confinement period as a result of court-martial or civil court action (duty status  code 04, 05, 16, 17, 56, 59) do not have DEROS involuntarily extended.  Allow the DEROS to expire  even though the member remains assigned overseas.  3. Action to involuntarily extend a member overseas for quality reasons meets the requirements  outlined in paragraph 7.6.  Extend the member’s DEROS in 30 day increments only.          DAFI36-2110  9 AUGUST 2024  281  Table 7.10.  Overseas Tour Proration.  R  U  L  E  A  B  If proration is for :    (see note 1)  Then follow the steps below to determine new  DEROS  1  PCS to an overseas location with a  different prescribed tour length  (PDTATAC AP-TL-01,  https://www.defensetravel.dod.mil/Docs/  AP-TL-01.pdf),   or when the tour length changes at the  current location  Step 1.     Months on Current Tour (see note 2)                                   1             x   New Tour Length (in months)                  Current Tour Length (in months)             =   Equivalent Months              Step 2.     New Tour Length (in months)                - Equivalent Months               = Months remaining to be served on new  tour  Step 3.     Date New Tour Starts (see note 3)              + Months remaining to be served on new  tour              = New DEROS  Notes:  1. Use this table in conjunction with paragraph 7.8.  2. For one day or more service in a month, count the whole month.  3. Use date arrived station for PCS, or effective date of tour length change as new tour start date.  4. The following example is provided to illustrate how a tour would be prorated when the tour  length changes at a member’s current location.  MSgt Smith is currently serving a 24 month tour.   Her date arrived station was 8 March 2020.  Her current DEROS is 8 March 2022.  The tour  length changed from a 24 month tour to a 36 month tour effective 3 June 2021.  Below is the  calculation to determine MSgt Smith’s new DEROS:  Step 1.  __16__      x   __36__     =  __576__     =   24 (equivalent months)          1                    24      24    Step 2.  36  -  24  =  12 (months remaining to serve on new tour)    Step 3.  3 June 2021   +   12 months   =   3 June 2022 (new DEROS)         282  DAFI36-2110  9 AUGUST 2024  Table 7.11.  Assignment Priority Groups For Members Completing Overseas or CONUS  Stabilized Tours (AAC 50).  G  R  O  U  P  I  N  G  A  B  C  If a member is serving an   (See notes 1 and 2)  And is credited  with the number of  short tours shown  (excluding current  tour) (see note 3)  Then the match  priority  (considering  current tour) is   1  Unaccompanied and the unaccompanied tour  length is 17 months or less and dependents  are restricted or limited (per PDTATAC AP- TL-01, https://www.travel.dod.mil/Policy- Regulations/Joint-Travel- Regulations/Supplements/)  8 or more  1  7  2  6  3  5  4  4  5  3  6  2  7  1  8  0  9  2  Unaccompanied and the unaccompanied tour  length is 17 months or less and dependents  are not restricted or limited (per PDTATAC  AP-TL-01,  https://www.travel.dod.mil/Policy- Regulations/Joint-Travel- Regulations/Supplements/)  8 or more  10  7  11  6  12  5  13  4  14  3  15  2  16  1  17  0  18  3  Unaccompanied and the unaccompanied tour  length is 18 months or more, or accompanied  (regardless of the accompanied tour length)  (per PDTATAC AP-TL-01,  https://www.travel.dod.mil/Policy- Regulations/Joint-Travel- Regulations/Supplements/)  8 or more  19  7  20  6  21  5  22  4  23  3  24  2  25  1  26  0  27  4  Stabilized Tour and is a CMM (See note 4)  N/A  28  Notes:  1. (USAF only) Use this table for enlisted members and in conjunction with Attachment 13,  paragraph A13.4 and the overseas returnee/CMM execution guidance in the myFSS website.   Apply it to officers when other eligibility and qualification factors are equal or similar enough  and you need to determine the order to match officers against requirements.    2. (USSF only) Use this table for enlisted members in conjunction with the overseas  returnee/CMM execution guidance in the myFSS website.  Apply it to officers when other   DAFI36-2110  9 AUGUST 2024  283  G  R  O  U  P  I  N  G  A  B  C  If a member is serving an   (See notes 1 and 2)  And is credited  with the number of  short tours shown  (excluding current  tour) (see note 3)  Then the match  priority  (considering  current tour) is   eligibility and qualification factors are equal or similar enough and you need to determine the  order to match officers against requirements.  Other factors, to include the Guardian Ideal  principles of an individualized approach to talent management and placement based on best fit,  may be considered.  3. Each returnee is aligned within their grouping and within each grade and AFSC/SFSC, and  further grouped by number of short tours previously served (this does not include the current  tour).  Members possessing the most number of short tours receive higher priority.  When the  number of short tours is equal for two or more returnees, higher priority within each group is  given to members who voluntarily extended their tour for a period of 6 or more months in a  short tour area or 12 months in a long tour area (OTEIP extension of tour).  Higher priority is  not given when an extension was for the purpose of command sponsoring dependents (because  this is a change in tour election and not an extension).  Additionally, each month extended  beyond the 6 or 12 month minimum raises the member’s priority.  In the event of a tie within a  priority group, members are matched in the following order:  Grade (highest grade takes precedence).  Example:  a MSgt will receive higher priority over a  MSgt selectee.  Date of Rank (DOR) (earliest date takes precedence);   Total Active Federal Commissioned Service Date (Officers only, when applicable per note  1) (earliest date takes precedence);   Total Active Federal Military Service Date (TAFMSD) (earliest date takes precedence);   Date of Birth (DOB) (earliest date takes precedence);   Reverse Social Security Number (SSN) order (use all 9 digits and lowest number takes  precedence).  Example:  if the SSN is 123-45-6789 as a normal number it would be  123,456,789, and reversed it would 987,654,321.  4. CMMs are aligned into the fourth priority group after overseas returnees within each grade  and AFSC/SFSC, and further grouped by Date Arrived Station, DOR, TAFMSD, and then  DOB.  5. The following example is provided to illustrate how members are prioritized:  overseas returnee/CMM cycle for 3D0X2 SSgt’s with a DEROS/date of availability equal to  May, Jun, or Jul 2011.  There are 7 members identified with a DEROS/date of availability  during this cycle, therefore there will be 7 locations advertised on EQUAL.  The following are  the SSgts competing in the cycle:  5a. SrA (SSgt select) Romer, DOR:  16 Sep 2009, assigned to Hickam AFB, Hawaii, serving a  36 month accompanied tour, DEROS:  2 May 2011, Number of Completed Short Tours:  0,  TAFMSD:  2 Oct 2007, Date of Birth:  22 Dec 1986, SSN:  111-22-5678.  5b. SSgt Knight, DOR:  1 Aug 2009, assigned to Ramstein AB, Germany, originally served a  24 month unaccompanied tour, elected an IPCOT to serve an additional 24 month  unaccompanied tour, then extended 12 months during her DEROS Option window, DEROS:    284  DAFI36-2110  9 AUGUST 2024  G  R  O  U  P  I  N  G  A  B  C  If a member is serving an   (See notes 1 and 2)  And is credited  with the number of  short tours shown  (excluding current  tour) (see note 3)  Then the match  priority  (considering  current tour) is   1 Jul 2011, Number of Completed Short Tours:  1, TAFMSD:  24 Jan 2006, Date of Birth:  14  Apr 1987, SSN:  111-22-4567.  5c. SSgt Izawa, DOR:  1 Aug 2005, assigned to Petersen AFB, CO, serving a stabilized tour,  Date of Availability:  1 Jul 2011, date arrived station:  28 May 2006, TAFMSD:  25 Jul 2001,  DOB:  8 Jun 1983.  5d. SrA (SSgt select) Tongson, DOR:  1 Aug 2009, assigned to Kunsan AB, Korea, serving a  12 month unaccompanied tour:  DEROS:  9 Jun 2011, Number of Completed Short Tours:  0,  TAFMSD:  23 Sep 2007, Date of Birth:  12 Mar 1987, SSN:  111-22-1234.    5e. SSgt Koenig, DOR:  1 Sep 2008, assigned to Yokota AB, Japan, originally served a 24  month unaccompanied tour and then extended 12 months for the purpose of command  sponsorship, DEROS:  9 May 2011, Number of Completed Short Tours:  1, TAFMSD:  12 Oct  2000, Date of Birth:  6 Sep 1978, SSN:  111-22-3456.  5f. SSgt Kirkpatrick, DOR:  1 Jan 2006, assigned to Bolling AFB, D.C., serving a stabilized  tour, Date of Availability:  1 May 2011, date arrived station:  28 May 2006, TAFMSD:  14  Aug 2001, DOB:  11 Feb 1982.  5g. SSgt Hammond, DOR:  1 Sep 2003, assigned to Incirlik AB, Turkey, serving a 15 month  unaccompanied tour, DEROS:  3 Jun 2011, Number of Completed Short Tours:  1, TAFMSD:   20 Feb 1998, Date of Birth:  10 Dec 1976, SSN:  111-22-2345.  5h. The following will be the assignment selection priority for the SSgts:  #1:  SrA Tongson (only Airman in Group 1 returning).  #2:  SSgt Hammond (only Airman in Group 2 returning).  #3:  SSgt Knight (Group 3, 1 short tour, voluntarily extended his 24 month in-place  consecutive overseas tour for 12 months which places him before SSgt Koenig).   #4:  SSgt Koenig (Group 3, 1 short tour, extended 12 months but was for command  sponsorship which places her after SSgt Knight).  #5:  SrA Romer (Group 3, 0 short tours and no extensions).  #6:  SSgt Kirkpatrick (Group 4, date arrived station is before SSgt Izawa).  #7:  SSgt Izawa (Group 4, date arrived station is after SSgt Kirkpatrick).   DAFI36-2110  9 AUGUST 2024  285  Chapter 8  REGAF, USAF EAD, AND USSF 365-DAY EXTENDED DEPLOYMENTS",
8.1,2,8,['8'],"General Information.  The following information applies mostly to USAF lieutenant  colonel/SMSgt positions (and below) or USSF lieutenant colonel/MSgt positions (and below).   AFPC/DPM (RegAF) and ETMO (USSF) have the lead in advertising, identifying, and notifying  members for OCONUS 365-day extended deployments.  AF/A1LO and AF/A1LE have the lead  in advertising, identifying, and notifying for USAF colonels and colonel-selects and Chief Master  Sergeant and Chief Master Sergeant selects.  SF/S1L has the lead in advertising, identifying, and  notifying for USSF colonels, colonel-selects, CMSgts, CMSgt selects, SMSgts, and SMSgt selects.   Certain key positions in the area of responsibility are required to be filled by members serving on  365-day tours.  Each requirement is a Chief of Staff, United States Air Force (CSAF) or Chief of  Space Operations (CSO) approved, high priority, mandatory fill position; therefore, all members  should be prepared to depart home station at a moment’s notice.",
8.1.1,3,8.1,"['8', '8.1']","ARC members may volunteer for active component 365-Day extended deployment  requirements with the approval of their component in accordance with DAFMAN 36-2114  (AFR only) and AFI 10-402, Mobilization Planning.",
8.1.2,3,8.1,"['8', '8.1']",HQ AFRC POC for 365-day TDYs/deployments is the Force Generation Center  AFRC/FGC.  ANG POC for 365-day deployments is NGB/A1X.,
8.1.3,3,8.1,"['8', '8.1']","Requests for ANG members are initiated through NGB FAMs to NGB/A1X.  The unit  Installation Personnel Readiness (IPR) technician will coordinate through the NGB FAM to  NGB/A1X.  NGB/A1X will notify HQ AFPC of the volunteer's status.  Packages must include  Squadron and Wing/CC concurrence.  In accordance with ANGI 36-101, Air National Guard  Active Guard Reserve (AGR) Program, Title 10 tours of 365 days are beyond the intent and  purpose of the AGR program.",
8.2,2,8,['8'],"Eligibility.  Members not already selected for an assignment or do not have an assignment  selection date are eligible for 365-day extended deployments, provided they meet the following  criteria:",
8.2.1,3,8.2,"['8', '8.2']","Members currently serving in the CONUS with a minimum of 12 month time on station  from date of first training or Required Delivery Date, whichever is earlier.  Includes members  serving on any stabilized tour (minimum or maximum), to include, but not limited to AAC  32,  39, 41, 42, 43, 44, 45, 47, 50, 51, 55, and 87 (see Table 3.1.).  Members currently serving a  CONUS Maximum Stabilized Tour and categorized as a CMM (AAC 50), may only volunteer  if their AAC 50 expiration date is equal to the Required Delivery Date or is within 2 months  after the AAC expiration date.  (Example:  If AAC 50 expiration date equals June 2011,  member is eligible for 365-day extended deployment with Required Delivery Dates of June,  July, and August 2011.)",
8.2.2,3,8.2,"['8', '8.2']","Enlisted members currently serving overseas with an established DEROS equal to or  within 2 months after the required delivery date.  (Example:  If DEROS equals June 2011,  member is eligible for 365-day Extended Deployment with Required Delivery Dates of June,  July, and August 2011).  Members with an indefinite DEROS may volunteer if original tour  completion date is on or after the Required Delivery Date.   286  DAFI36-2110  9 AUGUST 2024",
8.2.3,3,8.2,"['8', '8.2']",Enlisted members must have or be eligible to obtain 13 months retainability from  Required Delivery Date. (T-1),
8.3,2,8,['8'],"Ineligibility.  Members  not meeting the eligibility criteria in paragraph 8.2, may volunteer  as an exception to policy, with commander concurrence and are only selected if there are no other  volunteers.  Members are required to forward their commander’s concurrence to the AFPC/DPM  (RegAF) or ETMO (USSF) assignment team at the time they volunteer.  Members are not  considered if the commander’s concurrence is not on file at the time of selection.",
8.4,2,8,['8'],"Application Procedures.  AFPC/DPM (RegAF) or ETMO (USSF) will solicit volunteers for  all OCONUS 365-day extended deployment requirements before selecting non-volunteers.   (RegAF only) Enlisted positions will be advertised on EQUAL Plus in 10 day increments until a  volunteer is found.  If no volunteer is found by the 180 day to First Movement date, Assignment  teams will begin non-volunteer actions, in accordance with the 365-Day extended deployments  execution guidance in the myFSS website.  (USSF only) Officer and Enlisted positions will be  advertised on the GAT or on Talent Marketplace as “Hot Jobs”.",
8.4.1,3,8.4,"['8', '8.4']","Members are encouraged to volunteer for any 365-day Extended Deployment for which  they are eligible and qualified.  Eligible members are not required to coordinate or obtain  commander approval to volunteer for a 365-day Extended Deployment, unless required in  accordance with paragraph 8.3.  Commanders will not establish policies, supplementing this  instruction, that direct prior approval for volunteering.  Once a member is selected by AFPC  (RegAF) or ETMO (USSF), commander coordination is required on the official notification  tasking memorandum. (T-1)",
8.4.2,3,8.4,"['8', '8.4']","Withdrawal of Volunteer Statement.  Members may request to withdraw their volunteer  statement prior to the close-out date of the advertisement.  To withdraw a volunteer statement,  a member must contact their AFPC (RegAF) or ETMO (USSF) assignment team via email or  (RegAF only) delete the volunteer request on EQUAL Plus (enlisted) prior to the close out of  the ad. (T-1) Requests to withdraw volunteer statements after selection are submitted in  accordance with paragraph 6.10.  If a cancellation request is submitted under this paragraph  and subsequently disapproved, a member is not eligible to request separation or retirement if  the 3-day option window has expired.  See paragraph 8.8 and Table 8.2.",
8.5,2,8,['8'],"Selection Procedures.  Members volunteering for a 365-day extended deployment are  selected based on eligibility and qualifications.  If there are no volunteers, selections are based on  most eligible and qualified non-volunteers.",
8.5.1,3,8.5,"['8', '8.5']","Selection of Enlisted Eligible Volunteers (RegAF SMSgt and below; USSF MSgt and  below).  For RegAF, once the EQUAL Plus advertisement closes, the appropriate AFPC  assignment team determines which volunteers meet eligibility and qualification requirements  in accordance with paragraph 8.2.  For USSF, once the Guardian Assignment Timeline or  “Hot Jobs” advertisement closes, the appropriate ETMO assignment OPR determines which  volunteers meet eligibility and qualification requirements in accordance with paragraph 8.2.  AFPC or ETMO assignment OPRs then prioritizes all eligible volunteers as follows:",
8.5.1.1,4,8.5.1,"['8', '8.5', '8.5.1']","CMM volunteers by date arrived station (prioritized longest to shortest time-on- station).  Upon selection, member’s AAC 50 is extended 13 months from Required  Delivery Date to accommodate the 365-day extended deployment and out-processing  actions upon return.   DAFI36-2110  9 AUGUST 2024  287",
8.5.1.2,4,8.5.1,"['8', '8.5', '8.5.1']",CONUS volunteers with a minimum of 12 months time-on-station by date arrived  station (prioritized longest to shortest time-on-station).,
8.5.1.3,4,8.5.1,"['8', '8.5', '8.5.1']","Overseas volunteers only when their DEROS is equal to or 2 months following  the Required Delivery Date (prioritized in accordance with Table 6.2., Priority 1 for  overseas Short Tour Selection, Priority 2 for members at short tour locations, and Priority  3 for members at long tour locations).  Upon selection, member’s DEROS is extended 13  months from Required Delivery Date to accommodate the 365-day extended deployment  and out-processing actions upon return.",
8.5.1.4,4,8.5.1,"['8', '8.5', '8.5.1']","Overseas volunteers with an indefinite DEROS only if they have completed their  original tour by the Required Delivery Date (prioritized in accordance with Table 6.2.,  Priority 1 for overseas Short Tour Selection, Priority 2 for members at short tour locations,  and Priority 3 for members at long tour locations).  Upon selection, member’s DEROS is  extended 13 months from Required Delivery Date to accommodate the 365-day extended  deployment and out-processing actions upon return.",
8.5.1.5,4,8.5.1,"['8', '8.5', '8.5.1']",CONUS volunteers who do not meet time-on-station eligibility by date arrived  station and have commander concurrence (prioritized longest to shortest time-on-station)  and whose volunteer statement has been accepted as an exception to policy.,
8.5.2,3,8.5,"['8', '8.5']",Officer Selection of Eligible Volunteers.  AF/A1LO (RegAF) or SF/S1L (USSF)  (colonels and colonel-selects) or the appropriate AFPC (RegAF) or ETMO (USSF) assignment  team (lieutenant colonels and below) determines which volunteers meet eligibility and  qualification requirements in accordance with paragraph 8.2.,
8.5.3,3,8.5,"['8', '8.5']","Selection of Non-Volunteers.  A non-volunteer is selected if there were no volunteers  or qualified volunteers per paragraph 8.2.1 through 8.2.3.  Established short tour selection rules  as outlined in paragraph 3.3 and 6.8, and Table 6.2., Priority 8, 9, and 10 are used.  Members  overseas at long tour locations may be used to fill a 365-day extended deployment.  Members  must have 30 days left on their current tour (before DEROS) to be selected as a non-volunteer  (to allow reconstitution and out-processing time following the 365-day extended deployment).  (T-1)",
8.5.3.1,4,8.5.3,"['8', '8.5', '8.5.3']","Enlisted.  Enlisted members who are HYT restricted and otherwise not eligible for  3-day option (as prescribed in Table 8.2), may only be selected as a non-volunteer if they  have at least 7 months retainability following the expected return date.  Vulnerability dates  used to select enlisted members for short tour requirements are also used in non-volunteer  selections for 365-day extended deployments.",
8.5.3.2,4,8.5.3,"['8', '8.5', '8.5.3']","Officers.  If there are not enough volunteers, AFPC (RegAF) or ETMO (USSF)  will use modified short tour selection rules. Non Volunteers are prioritized based on  number of short tours, short tour return date (STRD) and ODSD. Officers serving overseas  long tours may be used as a resource to fill these taskings. Officers must have sufficient  time remaining on their current tour (before DEROS) to be selected as a non-volunteer,  i.e., 30-days upon return from deployment to out-process their respective unit.  Officers  not selected for promotion that have a mandatory date of separation established and are  otherwise not eligible for 3-day option (see Table 8.2) are not eligible for selection as a  non-volunteer unless they have at least 7 months retainability following the expected return   288  DAFI36-2110  9 AUGUST 2024  date. Officers may contact their AFPC/DPM (RegAF) or ETMO (USSF) assignment team  for information on potential vulnerability for non-volunteer selection.",
8.5.4,3,8.5,"['8', '8.5']","Selection of members assigned to joint organizations.  Regardless of volunteer status,  releasability of all members assigned to joint organizations is subject to the concurrence of the  respective J1 or personnel division chief.  Requests for availability are coordinated with the  J1/personnel division staff prior to official notification.",
8.5.5,3,8.5,"['8', '8.5']","Selection of members assigned as students.  Members who are assigned to a student  PAS Code (Air Force Institute of Technology, Air Force Intern Program, Intermediate  Development Education, Senior Developmental Education, etc.) must PCS to a valid position  at their next permanent duty station assignment prior to departing on 365-day extended  deployment and must return to that same assignment for a tour of duty following their 365-day  extended deployment. (T-1)",
8.5.6,3,8.5,"['8', '8.5']",Members selected for a 365-day extended deployment receive an AAC “ET” (Extended  Deployment) in the PDS.  The expiration date is member’s expected return date.  The AAC is  deleted if member is released from the requirement.,
8.5.7,3,8.5,"['8', '8.5']","Members Assigned to a Short Tour Location. Members currently serving in an O/S short  tour location may volunteer for an extended deployment as an exception to policy; however,  are only considered for selection if they will PCS to a CONUS location prior to date of first  training. AFPC or ETMO must have gaining CC approval for members selected in this  situation. (T-1)",
8.6,2,8,['8'],"Notifications.  A minimum of 120 days notification is provided to members for 365-day  extended deployments, whenever possible.  Advertisements are announced well in advance in an  effort to reduce the number of members selected with less than 120 days notification.  However,  there are occasions, when notification is short-notice.  For instance, when a member is released  from a tasking at the last minute, the replacement gets very short notification.  Additionally, new  missions may drive less notification time.  Installation Personnel Readiness offices receive  notification of 365-day extended deployments via Deliberate and Crisis Action Planning and  Execution System and email, and notify the member and their commander.",
8.7,2,8,['8'],"365-Day Extended Deployment and Air Force/Space Force Deployment  De- confliction.  AF/A1LO has the lead for extended deployments for USAF colonels and colonel- selects; AF/A1LE has the lead for extended deployments for USAF CMSgt and CMSgt selects;  and SF/S1L is the lead for extended deployments for USSF colonels, colonel selects, CMSgts,  CMSgt selects, SMSgts, and SMSgt selects.  A 365-day extended deployment takes priority over  an Air Force or Space Force deployment if member receives official selection/tasking prior to Air  Force or Space Force deployment requirement notification.  A 365-day extended deployment  selection/tasking is defined as when the notification tasking memorandum is sent to the Installation  Personnel Readiness office or the 365-day extended deployment is in Deliberate and Crisis Action  Planning and Execution System, whichever is earlier.  The member is no longer eligible for  selection for an Air Force or Space Force deployment unless released from the 365-day extended  deployment by the applicable AFPC/DPM Division Chief, AF/A1LO, or A1LE Division Chief for  USAF or the applicable ETMO or SF/S1L Division Chief for USSF.  If a member is formally  selected for an Air Force or Space Force deployment and is within 60 days of departure for the Air  Force or Space Force deployment, or required associated training or has already attended required   DAFI36-2110  9 AUGUST 2024  289  training, the Air Force or Space Force deployment takes priority.  Use this paragraph in  conjunction with Table 8.1.",
8.8,2,8,['8'],"Declinations.  365-day extended deployments do not have an ADSC; however, there is a  commitment (to include prior training preparation time plus 365-day extended deployment  duration) associated with the selection for 365-day extended deployments.  Therefore, members  may be eligible to decline that commitment under 3-day option procedures.  The time allotted for  declining the 365-day extended deployment to separate or retire is 3 days, hence “3-day option.”",
8.8.1,3,8.8,"['8', '8.8']","Members selected for a 365-day extended deployment and want to decline should refer  to Table 8.2 to determine 3-day option eligibility.  Members who do not have the retainability  and do not meet the criteria to 3-day opt should refer to paragraph 6.28 for retainability  declination information.  Those who elect to decline retainability or initiate a 3-day option,  will be processed for separation/retirement.  (T-1) While shortfalls for 3-day  option/retainability declination require Wing CC/equivalent or ABG/CC at non-AF led joint  bases approval in the approved shortfall process, this action is for 365-day extended  deployment processing purposes only.  The Wing CC/equivalent or ABG/CC at non-AF led  joint bases does not have approval/disapproval authority for 3-day opt/retainability declination.",
8.8.2,3,8.8,"['8', '8.8']","Members must obtain retainability within 30 days of notification and acceptance of the  365-day extended deployment. (T-1) If the member does not possess and refuses to obtain the  required retainability, or if the member is eligible under 3-day option provisions, the MPF must  counsel the member in accordance with paragraph 6.28., Table 8.2, and the execution  guidance in the myFSS website under Assignments:  365-Day extended deployments. (T-1)",
8.8.2.1,4,8.8.2,"['8', '8.8', '8.8.2']",Enlisted members who are not retirement eligible and are declining retainability  must complete a DAF Form 964. (T-1),
8.8.2.2,4,8.8.2,"['8', '8.8', '8.8.2']","Shortfalls are processed using the approved shortfall process in accordance with  DAFI 10-401 and mist be inintiated by the unit commander or equivalent, (T-1)",
8.8.2.2.1,5,8.8.2.2,"['8', '8.8', '8.8.2', '8.8.2.2']",Reclama actions are only to occur after the member has completed their  portion of the notification memorandum and are not justification for a member to delay  their statement of intent to accept/decline the deployment.  Reclama reasons may be  for:,
8.8.2.2.1.1,6,8.8.2.2.1,"['8', '8.8', '8.8.2', '8.8.2.2', '8.8.2.2.1']",Severe Mission Impact.  SMI reclamas are only approved by the  MAJCOM/FLDCOM CD or equivalent.  Members with an approved reclama for  severe mission impact receive an AAC 39 (Operational Continuity).  AAC 39 is a  6-month deferment from the Required Delivery Date (in accordance with Table,
3.1,2,3,['3'],", Rule 29 and 30).  Members are exempt from selection for Air Force or Space  Force deployments, 365-day extended deployments, and PCSs for the duration of  the deferment period.  This allows sufficient time for units to prepare for a  member’s potential departure once the AAC expires.  Extensions to the deferment  period are not permitted.",
8.8.2.2.1.2,6,8.8.2.2.1,"['8', '8.8', '8.8.2', '8.8.2.2', '8.8.2.2.1']","Medical.  Members selected (volunteer or non-volunteer) with an AAC  31 or 37 and ALC “C,” “X,” or “Y” in the PDS require a medical exception in  accordance with AFMAN 41-210.  The Air Force commander must submit a  shortfall action in Deliberate Crisis Action Planning Execution Segments  (DCAPES) Shortfall Management Module. (T-1) Members with an AAC 31 or 37   290  DAFI36-2110  9 AUGUST 2024  that expires prior to First Movement date of the tasking are eligible to be selected.",
